2025-08-27T19:56:47.690Z,dos_attack,{"active":true,"control_input":0.0,"control_type":"lqr","kpis":{"control_cost":0.0,"overshoot":0.1,"settling_time":3.2,"steady_state_error":0.05},"plant_state":[0.0,0.0,0.0,0.0],"sampling_period":0.01},{"action_history_size":0,"active_agents":["reflex"],"control_kpis":{"control_cost":1.7989859903775562,"stability_margin":1.0147461841806844},"mttr":12.130793389860333,"network_kpis":{"jitter_std":3.047980562593078,"latency_p95":28.472560057890036},"num_recoveries":1,"plant_count":2,"recovery_active":true,"system_state":[0.027168312110675507,-0.019890303668539347,-0.18158960490589837,-0.27837425317551434,-0.03134273808124314,-0.044054703460228446,-0.11153756348047582,-0.11303285118071901,-0.025012611018447702,-0.18524924141287868]}
2025-08-27T19:56:49.719Z,dos_attack,{"active":true,"control_input":0.0,"control_type":"lqr","kpis":{"control_cost":0.0,"overshoot":0.1,"settling_time":3.2,"steady_state_error":0.05},"plant_state":[0.0,0.0,0.0,0.0],"sampling_period":0.01},{"action_history_size":0,"active_agents":["reflex"],"control_kpis":{"control_cost":0.0901156570139144,"stability_margin":0.8127556394262212},"mttr":12.130793389860333,"network_kpis":{"jitter_std":7.659086148539558,"latency_p95":22.713763947772016},"num_recoveries":1,"plant_count":2,"recovery_active":true,"system_state":[0.027597507552547463,-0.013560679426877576,-0.2010171493119032,-0.2845615227874148,-0.008746555926703346,-0.04238982874634278,-0.11074540219763973,-0.13219625598326282,-0.032998398137844095,-0.16225391581409865]}
2025-08-27T19:56:51.755Z,dos_attack,{"active":true,"control_input":0.0,"control_type":"lqr","kpis":{"control_cost":0.0,"overshoot":0.1,"settling_time":3.2,"steady_state_error":0.05},"plant_state":[0.0,0.0,0.0,0.0],"sampling_period":0.01},{"action_history_size":0,"active_agents":["reflex"],"control_kpis":{"control_cost":1.2633554826071256,"stability_margin":0.7422593172877713},"mttr":0.0,"network_kpis":{"jitter_std":4.453951547689319,"latency_p95":18.32616499532715},"num_recoveries":0,"plant_count":2,"recovery_active":true,"system_state":[-0.004885653180966381,-0.01161620286064343,-0.19487878068342507,-0.27656420055063086,-0.028910302642434417,-0.036183658673874214,-0.08721700995266989,-0.12330307821167218,-0.04789629366482387,-0.1511020429633686]}
2025-08-27T19:56:53.791Z,dos_attack,{"active":true,"control_input":0.0,"control_type":"lqr","kpis":{"control_cost":0.0,"overshoot":0.1,"settling_time":3.2,"steady_state_error":0.05},"plant_state":[0.0,0.0,0.0,0.0],"sampling_period":0.01},{"action_history_size":0,"active_agents":["reflex"],"control_kpis":{"control_cost":0.6035831331294566,"stability_margin":0.8071325872658258},"mttr":0.0,"network_kpis":{"jitter_std":8.636188123685677,"latency_p95":21.845643733853297},"num_recoveries":0,"plant_count":2,"recovery_active":true,"system_state":[-0.016641839922366883,-0.02969912371350599,-0.19829732041191167,-0.27400345633647777,-0.03463346094036046,-0.03501575831555323,-0.08933672521820722,-0.1401070834596745,-0.04575776274739577,-0.18466630797713146]}
2025-08-27T19:56:55.818Z,dos_attack,{"active":true,"control_input":0.0,"control_type":"lqr","kpis":{"control_cost":0.0,"overshoot":0.1,"settling_time":3.2,"steady_state_error":0.05},"plant_state":[0.0,0.0,0.0,0.0],"sampling_period":0.01},{"action_history_size":0,"active_agents":["reflex"],"control_kpis":{"control_cost":0.5839632285184779,"stability_margin":0.694291492908711},"mttr":0.0,"network_kpis":{"jitter_std":0.41697277157146306,"latency_p95":20.15058895181045},"num_recoveries":0,"plant_count":2,"recovery_active":true,"system_state":[-0.018579557643269847,-0.023176891710783513,-0.19556274982811736,-0.26998851518226974,-0.04378978411285855,-0.02549223875212638,-0.09644866504571979,-0.1446407559412356,-0.04977905810888757,-0.18431016714612009]}
2025-08-27T19:56:57.852Z,dos_attack,{"active":true,"control_input":0.0,"control_type":"lqr","kpis":{"control_cost":0.0,"overshoot":0.1,"settling_time":3.2,"steady_state_error":0.05},"plant_state":[0.0,0.0,0.0,0.0],"sampling_period":0.01},{"action_history_size":0,"active_agents":["reflex"],"control_kpis":{"control_cost":0.04030467667789773,"stability_margin":0.8310184219334188},"mttr":0.0,"network_kpis":{"jitter_std":4.874950695505879,"latency_p95":17.055780638560815},"num_recoveries":0,"plant_count":2,"recovery_active":true,"system_state":[-0.026143370489160916,-0.01461625556588143,-0.20473199385612803,-0.27240773892498177,-0.05145436746337522,-0.04028560189750753,-0.12184179150653227,-0.14275853421313567,-0.02172539319403075,-0.16722442220620326]}
2025-08-27T19:56:59.882Z,dos_attack,{"active":true,"control_input":0.0,"control_type":"lqr","kpis":{"control_cost":0.0,"overshoot":0.1,"settling_time":3.2,"steady_state_error":0.05},"plant_state":[0.0,0.0,0.0,0.0],"sampling_period":0.01},{"action_history_size":0,"active_agents":["reflex"],"control_kpis":{"control_cost":0.6473576157307332,"stability_margin":0.7933025186632301},"mttr":0.5593354340875241,"network_kpis":{"jitter_std":3.4867118241198547,"latency_p95":23.806894907301952},"num_recoveries":1,"plant_count":2,"recovery_active":false,"system_state":[-0.012518039907267102,-0.03849358463856038,-0.20297222473145293,-0.28210059912665614,-0.04737061004882723,-0.03850946466192957,-0.10367183117392702,-0.14178513186947916,-0.018000661948297015,-0.1432265252857443]}
2025-08-27T19:57:01.916Z,dos_attack,{"active":true,"control_input":0.0,"control_type":"lqr","kpis":{"control_cost":0.0,"overshoot":0.1,"settling_time":3.2,"steady_state_error":0.05},"plant_state":[0.0,0.0,0.0,0.0],"sampling_period":0.01},{"action_history_size":0,"active_agents":["reflex"],"control_kpis":{"control_cost":1.7297284010789529,"stability_margin":0.8920203442491557},"mttr":0.5593354340875241,"network_kpis":{"jitter_std":5.771022917482178,"latency_p95":24.186588544548226},"num_recoveries":1,"plant_count":2,"recovery_active":false,"system_state":[-0.01651235934289147,-0.03297716921346542,-0.19757174637205038,-0.2590225060440305,-0.04421655649729731,-0.023776677820808074,-0.09551908386082839,-0.1256567747762147,-0.03664735966362048,-0.15024453951370886]}
2025-08-27T19:57:03.955Z,dos_attack,{"active":true,"control_input":0.0,"control_type":"lqr","kpis":{"control_cost":0.0,"overshoot":0.1,"settling_time":3.2,"steady_state_error":0.05},"plant_state":[0.0,0.0,0.0,0.0],"sampling_period":0.01},{"action_history_size":0,"active_agents":["reflex"],"control_kpis":{"control_cost":5.350296649631901,"stability_margin":0.7252221150446851},"mttr":0.5593354340875241,"network_kpis":{"jitter_std":5.012138404384155,"latency_p95":20.22013163536769},"num_recoveries":1,"plant_count":2,"recovery_active":false,"system_state":[0.0008184790381723568,-0.05231189309384596,-0.19388525142970092,-0.2572465453787307,-0.03044226408268643,-0.04166832542809218,-0.10650000693389558,-0.1122461014091309,-0.04367879792143144,-0.15771526296001878]}
2025-08-27T19:57:05.983Z,dos_attack,{"active":true,"control_input":0.0,"control_type":"lqr","kpis":{"control_cost":0.0,"overshoot":0.1,"settling_time":3.2,"steady_state_error":0.05},"plant_state":[0.0,0.0,0.0,0.0],"sampling_period":0.01},{"action_history_size":0,"active_agents":["reflex"],"control_kpis":{"control_cost":2.0212735135078534,"stability_margin":0.566822790163394},"mttr":0.5593354340875241,"network_kpis":{"jitter_std":3.922491271483079,"latency_p95":11.726767831247823},"num_recoveries":1,"plant_count":2,"recovery_active":false,"system_state":[-0.011232737070710947,-0.0533959810047107,-0.22187354354034064,-0.2599900171009006,-0.03902897958284805,-0.020081623935513968,-0.12289719813668372,-0.10291287375310387,-0.055922248641057985,-0.14550191942943896]}
2025-08-27T19:57:08.029Z,dos_attack,{"active":true,"control_input":0.0,"control_type":"lqr","kpis":{"control_cost":0.0,"overshoot":0.1,"settling_time":3.2,"steady_state_error":0.05},"plant_state":[0.0,0.0,0.0,0.0],"sampling_period":0.01},{"action_history_size":0,"active_agents":["reflex"],"control_kpis":{"control_cost":0.020074914563301478,"stability_margin":0.6843796255912402},"mttr":0.5593354340875241,"network_kpis":{"jitter_std":6.467884619202756,"latency_p95":19.850418060190673},"num_recoveries":1,"plant_count":2,"recovery_active":false,"system_state":[0.0011175323399130238,-0.057242784733534995,-0.21279803346618476,-0.27064018293924014,-0.055916090499381114,-0.005357395204987882,-0.12230756027431287,-0.12075554102714474,-0.0326200779385518,-0.1432241756833262]}
